Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths
Cuba,2021-04-17,92474,512,1026,12
Cuba,2021-04-16,91448,500,1040,9
Cuba,2021-04-15,90408,491,1004,4
Cuba,2021-04-14,89404,487,959,11
Cuba,2021-04-13,88445,476,1060,9
Cuba,2021-04-12,87385,467,854,8
Cuba,2021-04-11,86531,459,959,6
Cuba,2021-04-10,85572,453,1040,5
Cuba,2021-04-09,84532,448,1017,5
Cuba,2021-04-08,83515,443,914,1
Cuba,2021-04-07,82601,442,961,2
Cuba,2021-04-06,81640,440,1030,4
Cuba,2021-04-05,80610,436,1066,0
Cuba,2021-04-04,79544,436,1162,5
Cuba,2021-04-03,78382,431,1029,2
Cuba,2021-04-02,77353,429,1077,4
Cuba,2021-04-01,76276,425,1013,1
Cyprus,2021-04-30,65233,308,0,0
Cyprus,2021-04-29,65233,308,668,2
Cyprus,2021-04-28,64565,306,845,3
Cyprus,2021-04-27,63720,303,760,2
Cyprus,2021-04-26,62960,301,611,3
Cyprus,2021-04-25,62349,298,773,0
Cyprus,2021-04-24,61576,298,895,1
Cyprus,2021-04-23,60681,297,889,1
Cyprus,2021-04-22,59792,296,927,1
Cyprus,2021-04-21,58865,295,843,0
Cyprus,2021-04-20,58022,295,941,1
Cyprus,2021-04-19,57081,294,822,3
Cyprus,2021-04-18,56259,291,852,3
Cyprus,2021-04-17,55407,288,786,4
Cyprus,2021-04-16,54621,284,677,1
Cyprus,2021-04-15,53944,283,690,6
Cyprus,2021-04-14,53254,277,602,3
Cyprus,2021-04-13,52652,274,619,1
Cyprus,2021-04-12,52033,273,528,1
Cyprus,2021-04-11,51505,272,470,0
Cyprus,2021-04-10,51035,272,446,4
Cyprus,2021-04-09,50589,268,601,0
Cyprus,2021-04-08,49988,268,622,2
Cyprus,2021-04-07,49366,266,529,2
Cyprus,2021-04-06,48837,264,559,2
Cyprus,2021-04-05,48278,262,565,1
Cyprus,2021-04-04,47713,261,431,0
Cyprus,2021-04-03,47282,261,404,0
Cyprus,2021-04-02,46878,261,705,1
Cyprus,2021-04-01,46173,260,309,4
Czechia,2021-04-30,1630758,29267,2222,54
Czechia,2021-04-29,1628536,29213,2503,72
Czechia,2021-04-28,1626033,29141,3256,66
Czechia,2021-04-27,1622777,29075,2571,73
Czechia,2021-04-26,1620206,29002,823,40
Czechia,2021-04-25,1619383,28962,1315,42
Czechia,2021-04-24,1618068,28920,2607,57
Czechia,2021-04-23,1615461,28863,2629,76
Czechia,2021-04-22,1612832,28787,2971,76
Czechia,2021-04-21,1609861,28711,3831,71
Czechia,2021-04-20,1606030,28640,3319,108
Czechia,2021-04-19,1602711,28532,830,106
Czechia,2021-04-18,1601881,28426,1540,30
Czechia,2021-04-17,1600341,28396,3238,79
Czechia,2021-04-16,1597103,28317,3256,88
Czechia,2021-04-15,1593847,28229,3723,105
Czechia,2021-04-14,1590124,28124,5087,86
Czechia,2021-04-13,1585037,28038,3853,120
Czechia,2021-04-12,1581184,27918,995,110
Czechia,2021-04-11,1580189,27808,2217,74
Czechia,2021-04-10,1577972,27734,4819,117
Czechia,2021-04-09,1573153,27617,5305,151
Czechia,2021-04-08,1567848,27466,7071,137
Czechia,2021-04-07,1560777,27329,5532,160
Czechia,2021-04-06,1555245,27169,1425,112
Czechia,2021-04-05,1553820,27057,1924,112
Czechia,2021-04-04,1551896,26945,2162,78
Czechia,2021-04-03,1549734,26867,3869,102
Czechia,2021-04-02,1545865,26765,6248,179
Czechia,2021-04-01,1539617,26586,7285,165
Denmark,2021-04-30,250554,2483,0,0
Denmark,2021-04-29,250554,2483,769,2
Denmark,2021-04-28,249785,2481,835,2
Denmark,2021-04-27,248950,2479,624,2
Denmark,2021-04-26,248326,2477,704,2
Denmark,2021-04-25,247622,2475,612,1
Denmark,2021-04-24,247010,2474,547,2
Denmark,2021-04-23,246463,2472,702,5
Denmark,2021-04-22,245761,2467,893,2
Denmark,2021-04-21,244868,2465,803,2
Denmark,2021-04-20,244065,2463,691,4
Denmark,2021-04-19,243374,2459,741,4
Denmark,2021-04-18,242633,2455,902,3
Denmark,2021-04-17,241731,2452,724,0
Denmark,2021-04-16,241007,2452,677,3
Denmark,2021-04-15,240330,2449,798,2
Denmark,2021-04-14,239532,2447,663,1
Denmark,2021-04-13,238869,2446,563,3
Denmark,2021-04-12,238306,2443,514,2
Denmark,2021-04-11,237792,2441,691,2
Denmark,2021-04-10,237101,2439,755,3
Denmark,2021-04-09,236346,2436,698,0
Denmark,2021-04-08,235648,2436,717,1
Denmark,2021-04-07,234931,2435,614,3
Denmark,2021-04-06,234317,2432,520,2
Denmark,2021-04-05,233797,2430,479,1
Denmark,2021-04-04,233318,2429,600,1
Denmark,2021-04-03,232718,2428,745,4
Denmark,2021-04-02,231973,2424,708,1
Denmark,2021-04-01,231265,2423,662,4
Diamond Princess,2021-04-30,712,13,0,0
Diamond Princess,2021-04-29,712,13,0,0
Diamond Princess,2021-04-28,712,13,0,0
Diamond Princess,2021-04-27,712,13,0,0
Diamond Princess,2021-04-26,712,13,0,0
Diamond Princess,2021-04-25,712,13,0,0
Diamond Princess,2021-04-24,712,13,0,0
Diamond Princess,2021-04-23,712,13,0,0
Diamond Princess,2021-04-22,712,13,0,0
Diamond Princess,2021-04-21,712,13,0,0
Diamond Princess,2021-04-20,712,13,0,0
Diamond Princess,2021-04-19,712,13,0,0
Diamond Princess,2021-04-18,712,13,0,0
Diamond Princess,2021-04-17,712,13,0,0
Diamond Princess,2021-04-16,712,13,0,0
Diamond Princess,2021-04-15,712,13,0,0
Diamond Princess,2021-04-14,712,13,0,0
Diamond Princess,2021-04-13,712,13,0,0
Diamond Princess,2021-04-12,712,13,0,0
Diamond Princess,2021-04-11,712,13,0,0
Diamond Princess,2021-04-10,712,13,0,0
Diamond Princess,2021-04-09,712,13,0,0
Diamond Princess,2021-04-08,712,13,0,0
Diamond Princess,2021-04-07,712,13,0,0
Diamond Princess,2021-04-06,712,13,0,0
Diamond Princess,2021-04-05,712,13,0,0
Diamond Princess,2021-04-04,712,13,0,0
Diamond Princess,2021-04-03,712,13,0,0
Diamond Princess,2021-04-02,712,13,0,0
Diamond Princess,2021-04-01,712,13,0,0
Djibouti,2021-04-30,11100,143,74,0
Djibouti,2021-04-29,11026,143,40,1
Djibouti,2021-04-28,10986,142,55,0
Djibouti,2021-04-27,10931,142,46,4
Djibouti,2021-04-26,10885,138,83,2
Djibouti,2021-04-25,10802,136,56,4
Djibouti,2021-04-24,10746,132,8,0
Djibouti,2021-04-23,10738,132,41,2
Djibouti,2021-04-22,10697,130,64,1
Djibouti,2021-04-21,10633,129,76,6
Djibouti,2021-04-20,10557,123,47,4
Djibouti,2021-04-19,10510,119,50,3
Djibouti,2021-04-18,10460,116,48,2
Djibouti,2021-04-17,10412,114,27,4
Djibouti,2021-04-16,10385,110,110,0
Djibouti,2021-04-15,10275,110,73,4
Djibouti,2021-04-14,10202,106,125,4
Djibouti,2021-04-13,10077,102,102,2
Djibouti,2021-04-12,9975,100,99,4
Djibouti,2021-04-11,9876,96,154,2
Djibouti,2021-04-10,9722,94,60,0
Djibouti,2021-04-09,9662,94,183,2
Djibouti,2021-04-08,9479,92,173,2
Djibouti,2021-04-07,9306,90,195,5
Djibouti,2021-04-06,9111,85,415,9
Djibouti,2021-04-05,8696,76,187,4
Djibouti,2021-04-04,8509,72,0,0
Djibouti,2021-04-03,8509,72,78,0
Djibouti,2021-04-02,8431,72,251,1
Djibouti,2021-04-01,8180,71,178,1
Dominica,2021-04-30,174,0,0,0
Dominica,2021-04-29,174,0,1,0
Dominica,2021-04-28,173,0,0,0
Dominica,2021-04-27,173,0,0,0
Dominica,2021-04-26,173,0,0,0
Dominica,2021-04-25,173,0,0,0
Dominica,2021-04-24,173,0,0,0
Dominica,2021-04-23,173,0,1,0
Dominica,2021-04-22,172,0,0,0
Dominica,2021-04-21,172,0,7,0
Dominica,2021-04-20,165,0,0,0
Dominica,2021-04-19,165,0,0,0
Dominica,2021-04-18,165,0,0,0
Dominica,2021-04-17,165,0,0,0
Dominica,2021-04-16,165,0,0,0
Dominica,2021-04-15,165,0,0,0
Dominica,2021-04-14,165,0,0,0
Dominica,2021-04-13,165,0,0,0
Dominica,2021-04-12,165,0,0,0
Dominica,2021-04-11,165,0,0,0
Dominica,2021-04-10,165,0,0,0
Dominica,2021-04-09,165,0,0,0
Dominica,2021-04-08,165,0,0,0
Dominica,2021-04-07,165,0,0,0
Dominica,2021-04-06,165,0,0,0
Dominica,2021-04-05,165,0,0,0
Dominica,2021-04-04,165,0,0,0
Dominica,2021-04-03,165,0,0,0
Dominica,2021-04-02,165,0,1,0
Dominica,2021-04-01,164,0,3,0
Dominican Republic,2021-04-30,266561,3480,347,9
Dominican Republic,2021-04-29,266214,3471,395,4
Dominican Republic,2021-04-28,265819,3467,338,5
Dominican Republic,2021-04-27,265481,3462,78,3
Dominican Republic,2021-04-26,265403,3459,540,5
Dominican Republic,2021-04-25,264863,3454,919,3
Dominican Republic,2021-04-24,263944,3451,474,3
Dominican Republic,2021-04-23,263470,3448,535,7
Dominican Republic,2021-04-22,262935,3441,531,6
Dominican Republic,2021-04-21,262404,3435,556,9
Dominican Republic,2021-04-20,261848,3426,317,4
Dominican Republic,2021-04-19,261531,3422,402,4
Dominican Republic,2021-04-18,261129,3418,502,4
Dominican Republic,2021-04-17,260627,3414,494,4
Dominican Republic,2021-04-16,260133,3410,494,5
Dominican Republic,2021-04-15,259639,3405,379,3
Dominican Republic,2021-04-14,259260,3402,623,5
Dominican Republic,2021-04-13,258637,3397,598,5
Dominican Republic,2021-04-12,258039,3392,341,4
Dominican Republic,2021-04-11,257698,3388,512,3
Dominican Republic,2021-04-10,257186,3385,623,3
Dominican Republic,2021-04-09,256563,3382,532,4
Dominican Republic,2021-04-08,256031,3378,1094,9
Dominican Republic,2021-04-07,254937,3369,334,14
Dominican Republic,2021-04-06,254603,3355,168,4
Dominican Republic,2021-04-05,254435,3351,140,5
Dominican Republic,2021-04-04,254295,3346,159,5
Dominican Republic,2021-04-03,254136,3341,355,7
Dominican Republic,2021-04-02,253781,3334,585,4
Dominican Republic,2021-04-01,253196,3330,469,5
Ecuador,2021-04-30,381862,18631,1173,79
Ecuador,2021-04-29,380689,18552,3027,82
Ecuador,2021-04-28,377662,18470,2333,81
Ecuador,2021-04-27,375329,18389,554,89
Ecuador,2021-04-26,374775,18300,1413,123
Ecuador,2021-04-25,373362,18177,608,19
Ecuador,2021-04-24,372754,18158,1448,96
Ecuador,2021-04-23,371306,18062,5913,97
Ecuador,2021-04-22,365393,17965,2550,161
Ecuador,2021-04-21,362843,17804,1689,60
Ecuador,2021-04-20,361154,17744,591,41
Ecuador,2021-04-19,360563,17703,17,0
Ecuador,2021-04-18,360546,17703,2389,62
Ecuador,2021-04-17,358157,17641,2193,113
Ecuador,2021-04-16,355964,17528,533,39
Ecuador,2021-04-15,355431,17489,4892,89
Ecuador,2021-04-14,350539,17400,2950,49
Ecuador,2021-04-13,347589,17351,519,53
Ecuador,2021-04-12,347070,17298,253,5
Ecuador,2021-04-11,346817,17293,1940,18
Ecuador,2021-04-10,344877,17275,2199,117
Ecuador,2021-04-09,342678,17158,1059,43
Ecuador,2021-04-08,341619,17115,2015,58
Ecuador,2021-04-07,339604,17057,1902,53
Ecuador,2021-04-06,337702,17004,925,17
Ecuador,2021-04-05,336777,16987,1096,31
Ecuador,2021-04-04,335681,16956,2506,27
Ecuador,2021-04-03,333175,16929,1137,19
Ecuador,2021-04-02,332038,16910,1650,33
Ecuador,2021-04-01,330388,16877,1633,30
Egypt,2021-04-30,227552,13339,1021,61
Egypt,2021-04-29,226531,13278,1003,59
Egypt,2021-04-28,225528,13219,1011,51
Egypt,2021-04-27,224517,13168,1003,61
Egypt,2021-04-26,223514,13107,991,58
Egypt,2021-04-25,222523,13049,953,51
Egypt,2021-04-24,221570,12998,912,39
Egypt,2021-04-23,220658,12959,884,45
Egypt,2021-04-22,219774,12914,872,48
Egypt,2021-04-21,218902,12866,861,46
Egypt,2021-04-20,218041,12820,855,42
Egypt,2021-04-19,217186,12778,852,40
Egypt,2021-04-18,216334,12738,850,44
Egypt,2021-04-17,215484,12694,845,41
Egypt,2021-04-16,214639,12653,841,42
Egypt,2021-04-15,213798,12611,837,41
Egypt,2021-04-14,212961,12570,831,44
Egypt,2021-04-13,212130,12526,823,39
Egypt,2021-04-12,211307,12487,818,42
Egypt,2021-04-11,210489,12445,812,40
Egypt,2021-04-10,209677,12405,801,43
Egypt,2021-04-09,208876,12362,794,39
Egypt,2021-04-08,208082,12323,789,33
Egypt,2021-04-07,207293,12290,783,37
Egypt,2021-04-06,206510,12253,778,43
Egypt,2021-04-05,205732,12210,767,47
Egypt,2021-04-04,204965,12163,709,40
Egypt,2021-04-03,204256,12123,710,39
Egypt,2021-04-02,203546,12084,703,43
Egypt,2021-04-01,202843,12041,712,46
El Salvador,2021-04-30,69198,2124,0,4
El Salvador,2021-04-29,69198,2120,276,3
El Salvador,2021-04-28,68922,2117,0,6
El Salvador,2021-04-27,68922,2111,454,5
El Salvador,2021-04-26,68468,2106,0,3
El Salvador,2021-04-25,68468,2103,0,5
El Salvador,2021-04-24,68468,2098,150,5
El Salvador,2021-04-23,68318,2093,157,4
El Salvador,2021-04-22,68161,2089,154,3
El Salvador,2021-04-21,68007,2086,156,4
El Salvador,2021-04-20,67851,2082,294,4
El Salvador,2021-04-19,67557,2078,0,3
El Salvador,2021-04-18,67557,2075,153,3
El Salvador,2021-04-17,67404,2072,155,4
El Salvador,2021-04-16,67249,2068,150,4
El Salvador,2021-04-15,67099,2064,143,4
El Salvador,2021-04-14,66956,2060,140,3
El Salvador,2021-04-13,66816,2057,327,3
El Salvador,2021-04-12,66489,2054,0,3
El Salvador,2021-04-11,66489,2051,998,3
El Salvador,2021-04-10,65491,2048,0,4
El Salvador,2021-04-09,65491,2044,0,4
El Salvador,2021-04-08,65491,2040,0,3
El Salvador,2021-04-07,65491,2037,0,7
El Salvador,2021-04-06,65491,2030,0,0
El Salvador,2021-04-05,65491,2030,154,5
El Salvador,2021-04-04,65337,2025,157,4
El Salvador,2021-04-03,65180,2021,150,4
El Salvador,2021-04-02,65030,2017,155,11
El Salvador,2021-04-01,64875,2006,149,0
Equatorial Guinea,2021-04-30,7694,112,0,0
Equatorial Guinea,2021-04-29,7694,112,135,5
Equatorial Guinea,2021-04-28,7559,107,0,0
Equatorial Guinea,2021-04-27,7559,107,0,0
Equatorial Guinea,2021-04-26,7559,107,0,0
Equatorial Guinea,2021-04-25,7559,107,0,0
Equatorial Guinea,2021-04-24,7559,107,0,0
Equatorial Guinea,2021-04-23,7559,107,54,1
Equatorial Guinea,2021-04-22,7505,106,0,0
Equatorial Guinea,2021-04-21,7505,106,0,0
Equatorial Guinea,2021-04-20,7505,106,246,0
Equatorial Guinea,2021-04-19,7259,106,0,0
Equatorial Guinea,2021-04-18,7259,106,0,0
Equatorial Guinea,2021-04-17,7259,106,0,0
Equatorial Guinea,2021-04-16,7259,106,0,0
Equatorial Guinea,2021-04-15,7259,106,0,0
Equatorial Guinea,2021-04-14,7259,106,40,0
Equatorial Guinea,2021-04-13,7219,106,0,0
Equatorial Guinea,2021-04-12,7219,106,0,0
Equatorial Guinea,2021-04-11,7219,106,0,0
Equatorial Guinea,2021-04-10,7219,106,160,2
Equatorial Guinea,2021-04-09,7059,104,0,0
Equatorial Guinea,2021-04-08,7059,104,0,0
Equatorial Guinea,2021-04-07,7059,104,0,0
Equatorial Guinea,2021-04-06,7059,104,0,0
Equatorial Guinea,2021-04-05,7059,104,51,1
Equatorial Guinea,2021-04-04,7008,103,0,0
Equatorial Guinea,2021-04-03,7008,103,0,0
Equatorial Guinea,2021-04-02,7008,103,0,0
Equatorial Guinea,2021-04-01,7008,103,94,1
Eritrea,2021-04-30,3671,10,0,0
Eritrea,2021-04-29,3671,10,12,0
Eritrea,2021-04-28,3659,10,19,0
Eritrea,2021-04-27,3640,10,0,0
Eritrea,2021-04-26,3640,10,35,0
Eritrea,2021-04-25,3605,10,0,0
Eritrea,2021-04-24,3605,10,0,0
Eritrea,2021-04-23,3605,10,8,0
Eritrea,2021-04-22,3597,10,33,0
Eritrea,2021-04-21,3564,10,16,0
Eritrea,2021-04-20,3548,10,11,0
Eritrea,2021-04-19,3537,10,46,0
Eritrea,2021-04-18,3491,10,0,0
Eritrea,2021-04-17,3491,10,0,0
Eritrea,2021-04-16,3491,10,5,0
Eritrea,2021-04-15,3486,10,7,0
Eritrea,2021-04-14,3479,10,10,0
Eritrea,2021-04-13,3469,10,3,0
Eritrea,2021-04-12,3466,10,19,0
Eritrea,2021-04-11,3447,10,0,0
Eritrea,2021-04-10,3447,10,0,0
Eritrea,2021-04-09,3447,10,54,0
Eritrea,2021-04-08,3393,10,19,0
Eritrea,2021-04-07,3374,10,11,0
Eritrea,2021-04-06,3363,10,23,0
Eritrea,2021-04-05,3340,10,6,0
Eritrea,2021-04-04,3334,10,0,0
Eritrea,2021-04-03,3334,10,0,0
Eritrea,2021-04-02,3334,10,26,0
Eritrea,2021-04-01,3308,10,23,0
Estonia,2021-04-30,122019,1161,362,3
Estonia,2021-04-29,121657,1158,425,10
Estonia,2021-04-28,121232,1148,396,0
Estonia,2021-04-27,120836,1148,458,3
Estonia,2021-04-26,120378,1145,163,2
Estonia,2021-04-25,120215,1143,215,6
Estonia,2021-04-24,120000,1137,390,11
Estonia,2021-04-23,119610,1126,392,6
Estonia,2021-04-22,119218,1120,429,11
Estonia,2021-04-21,118789,1109,472,5
Estonia,2021-04-20,118317,1104,535,4
Estonia,2021-04-19,117782,1100,228,8
Estonia,2021-04-18,117554,1092,543,10
Estonia,2021-04-17,117011,1082,333,12
Estonia,2021-04-16,116678,1070,478,6
Estonia,2021-04-15,116200,1064,571,7
Estonia,2021-04-14,115629,1057,549,8
Estonia,2021-04-13,115080,1049,637,12
Estonia,2021-04-12,114443,1037,269,9
Estonia,2021-04-11,114174,1028,438,8
Estonia,2021-04-10,113736,1020,638,14
Estonia,2021-04-09,113098,1006,677,16
Estonia,2021-04-08,112421,990,757,14
Estonia,2021-04-07,111664,976,984,12
Estonia,2021-04-06,110680,964,899,14
Estonia,2021-04-05,109781,950,382,9
Estonia,2021-04-04,109399,941,462,10
Estonia,2021-04-03,108937,931,519,9
Estonia,2021-04-02,108418,922,1165,14
Estonia,2021-04-01,107253,908,829,6
Eswatini,2021-04-30,18458,671,0,0
Eswatini,2021-04-29,18458,671,6,0
Eswatini,2021-04-28,18452,671,4,0
Eswatini,2021-04-27,18448,671,5,0
Eswatini,2021-04-26,18443,671,1,0
Eswatini,2021-04-25,18442,671,2,0
Eswatini,2021-04-24,18440,671,6,0
Eswatini,2021-04-23,18434,671,8,0
Eswatini,2021-04-22,18426,671,3,0
Eswatini,2021-04-21,18423,671,6,0
Eswatini,2021-04-20,18417,671,0,0
Eswatini,2021-04-19,18417,671,0,0
Eswatini,2021-04-18,18417,671,2,0
Eswatini,2021-04-17,18415,671,1,1
Eswatini,2021-04-16,18414,670,2,0
Eswatini,2021-04-15,18412,670,5,0
Eswatini,2021-04-14,18407,670,5,1
Eswatini,2021-04-13,18402,669,9,0
Eswatini,2021-04-12,18393,669,1017,0
Eswatini,2021-04-11,17376,669,3,0
Eswatini,2021-04-10,17373,669,3,0
Eswatini,2021-04-09,17370,669,3,0
Eswatini,2021-04-08,17367,669,2,0
Eswatini,2021-04-07,17365,669,7,0
Eswatini,2021-04-06,17358,669,4,0
Eswatini,2021-04-05,17354,669,2,1
Eswatini,2021-04-04,17352,668,3,0
Eswatini,2021-04-03,17349,668,2,0
Eswatini,2021-04-02,17347,668,3,0
Eswatini,2021-04-01,17344,668,7,1
Ethiopia,2021-04-30,257442,3688,1024,30
Ethiopia,2021-04-29,256418,3658,1130,19
Ethiopia,2021-04-28,255288,3639,1244,34
Ethiopia,2021-04-27,254044,3605,924,35
Ethiopia,2021-04-26,253120,3570,841,19
Ethiopia,2021-04-25,252279,3551,1324,20
Ethiopia,2021-04-24,250955,3531,1663,20
Ethiopia,2021-04-23,249292,3511,1303,15
Ethiopia,2021-04-22,247989,3496,1505,22
Ethiopia,2021-04-21,246484,3474,1329,35
Ethiopia,2021-04-20,245155,3439,1524,47
Ethiopia,2021-04-19,243631,3392,1603,22
Ethiopia,2021-04-18,242028,3370,1792,42
Ethiopia,2021-04-17,240236,3328,1709,28
Ethiopia,2021-04-16,238527,3300,1973,15
Ethiopia,2021-04-15,236554,3285,2149,33
Ethiopia,2021-04-14,234405,3252,1893,22
Ethiopia,2021-04-13,232512,3230,1568,22
Ethiopia,2021-04-12,230944,3208,1948,34
Ethiopia,2021-04-11,228996,3174,1741,28
Ethiopia,2021-04-10,227255,3146,1739,35
Ethiopia,2021-04-09,225516,3111,1851,33
Ethiopia,2021-04-08,223665,3078,2121,20
Ethiopia,2021-04-07,221544,3058,2163,33
Ethiopia,2021-04-06,219381,3025,2054,25
Ethiopia,2021-04-05,217327,3000,2138,37
Ethiopia,2021-04-04,215189,2963,1878,27
Ethiopia,2021-04-03,213311,2936,1997,21
Ethiopia,2021-04-02,211314,2915,2353,25
Ethiopia,2021-04-01,208961,2890,2372,25
Fiji,2021-04-30,117,2,1,0
Fiji,2021-04-29,116,2,5,0
Fiji,2021-04-28,111,2,2,0
Fiji,2021-04-27,109,2,6,0
Fiji,2021-04-26,103,2,12,0
Fiji,2021-04-25,91,2,4,0
Fiji,2021-04-24,87,2,1,0
Fiji,2021-04-23,86,2,0,0
Fiji,2021-04-22,86,2,8,0
Fiji,2021-04-21,78,2,1,0
Fiji,2021-04-20,77,2,5,0
Fiji,2021-04-19,72,2,0,0
Fiji,2021-04-18,72,2,0,0
Fiji,2021-04-17,72,2,4,0
Fiji,2021-04-16,68,2,0,0
Fiji,2021-04-15,68,2,0,0
Fiji,2021-04-14,68,2,0,0
Fiji,2021-04-13,68,2,0,0
Fiji,2021-04-12,68,2,0,0
Fiji,2021-04-11,68,2,0,0
Fiji,2021-04-10,68,2,0,0
Fiji,2021-04-09,68,2,1,0
Fiji,2021-04-08,67,2,0,0
Fiji,2021-04-07,67,2,0,0
Fiji,2021-04-06,67,2,0,0
Fiji,2021-04-05,67,2,0,0
Fiji,2021-04-04,67,2,0,0
Fiji,2021-04-03,67,2,0,0
Fiji,2021-04-02,67,2,0,0
Fiji,2021-04-01,67,2,0,0
Finland,2021-04-30,86808,914,195,1
Finland,2021-04-29,86613,913,208,2
Finland,2021-04-28,86405,911,244,3
Finland,2021-04-27,86161,908,224,2
Finland,2021-04-26,85937,906,133,3
Finland,2021-04-25,85804,903,197,0
Finland,2021-04-24,85607,903,263,0
Finland,2021-04-23,85344,903,267,1
Finland,2021-04-22,85077,902,280,3
Finland,2021-04-21,84797,899,296,6
Finland,2021-04-20,84501,893,214,2
Finland,2021-04-19,84287,891,156,4
Finland,2021-04-18,84131,887,498,0
Finland,2021-04-17,83633,887,0,0
Finland,2021-04-16,83633,887,380,2
Finland,2021-04-15,83253,885,289,4
Finland,2021-04-14,82964,881,400,4
Finland,2021-04-13,82564,877,286,3
Finland,2021-04-12,82278,874,225,6
Finland,2021-04-11,82053,868,346,0
Finland,2021-04-10,81707,868,446,0
Finland,2021-04-09,81261,868,419,2
Finland,2021-04-08,80842,866,426,4
Finland,2021-04-07,80416,862,348,2
Finland,2021-04-06,80068,860,331,14
Finland,2021-04-05,79737,846,341,0
Finland,2021-04-04,79396,846,302,0
Finland,2021-04-03,79094,846,422,0
Finland,2021-04-02,78672,846,566,0
Finland,2021-04-01,78106,846,654,2
France,2021-04-30,5571804,103815,24134,290
France,2021-04-29,5547670,103525,26443,306
France,2021-04-28,5521227,103219,31202,312
France,2021-04-27,5490025,102907,29232,340
France,2021-04-26,5460793,102567,4376,377
France,2021-04-25,5456417,102190,24332,144
France,2021-04-24,5432085,102046,32485,216
France,2021-04-23,5399600,101830,32056,332
France,2021-04-22,5367544,101498,33400,277
France,2021-04-21,5334144,101221,33823,326
France,2021-04-20,5300321,100895,44003,373
France,2021-04-19,5256318,100522,6696,447
France,2021-04-18,5249622,100075,27734,128
France,2021-04-17,5221888,99947,35779,189
France,2021-04-16,5186109,99758,36333,331
France,2021-04-15,5149776,99427,37894,294
France,2021-04-14,5111882,99133,43348,297
France,2021-04-13,5068534,98836,38133,333
France,2021-04-12,5030401,98503,8536,385
France,2021-04-11,5021865,98118,117900,696
France,2021-04-10,4903965,97422,0,0
France,2021-04-09,4903965,97422,0,0
France,2021-04-08,4903965,97422,96842,750
France,2021-04-07,4807123,96672,0,0
France,2021-04-06,4807123,96672,8045,429
France,2021-04-05,4799078,96243,10961,197
France,2021-04-04,4788117,96046,80629,369
France,2021-04-03,4707488,95677,-1160,-6
France,2021-04-02,4708648,95683,46807,327
France,2021-04-01,4661841,95356,50449,304
Gabon,2021-04-30,23075,139,257,1
Gabon,2021-04-29,22818,138,250,0
Gabon,2021-04-28,22568,138,0,0
Gabon,2021-04-27,22568,138,0,0
Gabon,2021-04-26,22568,138,135,0
Gabon,2021-04-25,22433,138,0,0
Gabon,2021-04-24,22433,138,0,0
Gabon,2021-04-23,22433,138,205,2
Gabon,2021-04-22,22228,136,0,0
Gabon,2021-04-21,22228,136,196,0
Gabon,2021-04-20,22032,136,0,0
Gabon,2021-04-19,22032,136,174,3
Gabon,2021-04-18,21858,133,0,0
Gabon,2021-04-17,21858,133,292,1
Gabon,2021-04-16,21566,132,0,0
Gabon,2021-04-15,21566,132,0,0
Gabon,2021-04-14,21566,132,595,3
Gabon,2021-04-13,20971,129,0,0
Gabon,2021-04-12,20971,129,335,2
Gabon,2021-04-11,20636,127,0,0
Gabon,2021-04-10,20636,127,0,0
Gabon,2021-04-09,20636,127,371,3
Gabon,2021-04-08,20265,124,0,0
Gabon,2021-04-07,20265,124,402,5
Gabon,2021-04-06,19863,119,0,0
Gabon,2021-04-05,19863,119,0,0
Gabon,2021-04-04,19863,119,0,0
Gabon,2021-04-03,19863,119,0,0
Gabon,2021-04-02,19863,119,313,1
Gabon,2021-04-01,19550,118,0,0
Gambia,2021-04-30,5898,174,11,0
Gambia,2021-04-29,5887,174,2,0
Gambia,2021-04-28,5885,174,3,0
Gambia,2021-04-27,5882,174,25,1
Gambia,2021-04-26,5857,173,0,0
Gambia,2021-04-25,5857,173,0,0
Gambia,2021-04-24,5857,173,37,0
Gambia,2021-04-23,5820,173,0,0
Gambia,2021-04-22,5820,173,32,2
Gambia,2021-04-21,5788,171,4,1
Gambia,2021-04-20,5784,170,64,0
Gambia,2021-04-19,5720,170,0,0
Gambia,2021-04-18,5720,170,0,0
Gambia,2021-04-17,5720,170,0,0
Gambia,2021-04-16,5720,170,26,0
Gambia,2021-04-15,5694,170,12,0
Gambia,2021-04-14,5682,170,80,2
Gambia,2021-04-13,5602,168,0,0
Gambia,2021-04-12,5602,168,0,0
Gambia,2021-04-11,5602,168,0,0
Gambia,2021-04-10,5602,168,38,2
Gambia,2021-04-09,5564,166,0,0
Gambia,2021-04-08,5564,166,0,0
Gambia,2021-04-07,5564,166,0,0
Gambia,2021-04-06,5564,166,59,0
Gambia,2021-04-05,5505,166,0,0
Gambia,2021-04-04,5505,166,0,0
Gambia,2021-04-03,5505,166,46,1
Gambia,2021-04-02,5459,165,0,0
Gambia,2021-04-01,5459,165,0,0
Georgia,2021-04-30,310310,4110,1476,15
Georgia,2021-04-29,308834,4095,1433,18
Georgia,2021-04-28,307401,4077,1551,17
Georgia,2021-04-27,305850,4060,1578,17
Georgia,2021-04-26,304272,4043,521,18
Georgia,2021-04-25,303751,4025,966,18
Georgia,2021-04-24,302785,4007,1250,15
Georgia,2021-04-23,301535,3992,1271,11
